财神电视源,#group#
BEST养生,http://183.220.20.17:4321/rtp/239.10.0.135:5140
天府教育综合,http://183.220.20.17:4321/rtp/239.10.0.136:5140
天府辣妈学院,http://183.220.20.17:4321/rtp/239.10.0.137:5140
天府风尚美食,http://183.220.20.17:4321/rtp/239.10.0.138:5140
天府名医在线,http://183.220.20.17:4321/rtp/239.10.0.139:5140
天府魔力荟萃,http://183.220.20.17:4321/rtp/239.10.0.140:5140
天府时尚走秀,http://183.220.20.17:4321/rtp/239.10.0.141:5140
天府星动娱乐,http://183.220.20.17:4321/rtp/239.10.0.142:5140
天府时尚生活,http://183.220.20.17:4321/rtp/239.10.0.144:5140
HOT爱喜剧,http://183.220.20.17:4321/rtp/239.10.0.143:5140
天府魔力TV,http://183.220.20.17:4321/rtp/239.10.0.145:5140
HOT爱科幻,http://183.220.20.17:4321/rtp/239.10.0.146:5140
HOT爱院线,http://183.220.20.17:4321/rtp/239.10.0.147:5140
HOT爱浪漫,http://183.220.20.17:4321/rtp/239.10.0.148:5140
HOT爱悬疑,http://183.220.20.17:4321/rtp/239.10.0.149:5140
戏曲,http://183.220.20.17:4321/rtp/239.10.0.150:5140
HOT经典,http://183.220.20.17:4321/rtp/239.10.0.151:5140
HOT爱谍战,http://183.220.20.17:4321/rtp/239.10.0.152:5140
光影,http://183.220.20.17:4321/rtp/239.10.0.153:5140
HOT爱都市,http://183.220.20.17:4321/rtp/239.10.0.154:5140
HOT爱家庭,http://183.220.20.17:4321/rtp/239.10.0.155:5140
星影,http://183.220.20.17:4321/rtp/239.10.0.156:5140
天府积木宝贝,http://183.220.20.17:4321/rtp/239.10.0.157:5140
天府启蒙乐园,http://183.220.20.17:4321/rtp/239.10.0.158:5140
新动漫,http://183.220.20.17:4321/rtp/239.10.0.159:5140
HOT爱青春,http://183.220.20.17:4321/rtp/239.10.0.160:5140
HOT爱怀旧,http://183.220.20.17:4321/rtp/239.10.0.161:5140
HOT爱奇谈,http://183.220.20.17:4321/rtp/239.10.0.162:5140
动画,http://183.220.20.17:4321/rtp/239.10.0.163:5140
高网,http://183.220.20.17:4321/rtp/239.10.0.164:5140
HOT爱动漫,http://183.220.20.17:4321/rtp/239.10.0.165:5140
江苏篮球,http://183.220.20.17:4321/rtp/239.10.0.166:5140
电竞世界,http://183.220.20.17:4321/rtp/239.10.0.167:5140
超级体育,http://183.220.20.17:4321/rtp/239.10.0.168:5140
重庆时尚购物,http://183.220.20.17:4321/rtp/239.10.0.169:5140
HOT爱体育,http://183.220.20.17:4321/rtp/239.10.0.170:5140
HOT爱探索,http://183.220.20.17:4321/rtp/239.10.0.171:5140
HOT爱科学,http://183.220.20.17:4321/rtp/239.10.0.172:5140
CDTV-1,http://183.220.20.17:4321/rtp/239.10.0.173:5140
CDTV-2,http://183.220.20.17:4321/rtp/239.10.0.174:5140
CDTV-3,http://183.220.20.17:4321/rtp/239.10.0.175:5140
CDTV-4,http://183.220.20.17:4321/rtp/239.10.0.176:5140
中国天气频道,http://183.220.20.17:4321/rtp/239.10.0.177:5140
东方财经,http://183.220.20.17:4321/rtp/239.10.0.178:5140
金色频道,http://183.220.20.17:4321/rtp/239.10.0.179:5140
法治频道,http://183.220.20.17:4321/rtp/239.10.0.180:5140
CDTV-5,http://183.220.20.17:4321/rtp/239.10.0.181:5140
财富天下,http://183.220.20.17:4321/rtp/239.10.0.182:5140
CDTV-6,http://183.220.20.17:4321/rtp/239.10.0.184:5140
黑屏,http://183.220.20.17:4321/rtp/239.10.0.185:5140
国学,http://183.220.20.17:4321/rtp/239.10.0.186:5140
4K超高清电影,http://183.220.20.17:4321/rtp/239.10.0.187:5140
天府绚影高清影院,http://183.220.20.17:4321/rtp/239.10.0.188:5140
天府TV-综合,http://183.220.20.17:4321/rtp/239.10.0.189:5140
地理,http://183.220.20.17:4321/rtp/239.10.0.190:5140
CHD爱电影,http://183.220.20.17:4321/rtp/239.10.0.191:5140
纪实人文,http://183.220.20.17:4321/rtp/239.10.0.192:5140
金鹰纪实,http://183.220.20.17:4321/rtp/239.10.0.193:5140
天府财经频道,http://183.220.20.17:4321/rtp/239.10.0.194:5140
天府乐趣综合,http://183.220.20.17:4321/rtp/239.10.0.195:5140
红色经典,http://183.220.20.17:4321/rtp/239.10.0.201:5140
情感热播,http://183.220.20.17:4321/rtp/239.10.0.202:5140
风云剧场,http://183.220.20.17:4321/rtp/239.10.0.203:5140
我看剧场,http://183.220.20.17:4321/rtp/239.10.0.204:5140
峥嵘岁月,http://183.220.20.17:4321/rtp/239.10.0.205:5140
青春在线,http://183.220.20.17:4321/rtp/239.10.0.206:5140
历史再现,http://183.220.20.17:4321/rtp/239.10.0.207:5140
宏伟巨献,http://183.220.20.17:4321/rtp/239.10.0.208:5140
阳光日记,http://183.220.20.17:4321/rtp/239.10.0.209:5140
童童乐园,http://183.220.20.17:4321/rtp/239.10.0.210:5140
酷乐卡通,http://183.220.20.17:4321/rtp/239.10.0.214:5140
快乐假期,http://183.220.20.17:4321/rtp/239.10.0.215:5140
奇趣动漫,http://183.220.20.17:4321/rtp/239.10.0.216:5140
欢乐启蒙,http://183.220.20.17:4321/rtp/239.10.0.217:5140
玩具乐园,http://183.220.20.17:4321/rtp/239.10.0.218:5140
趣乐探险,http://183.220.20.17:4321/rtp/239.10.0.219:5140
求索纪录,http://183.220.20.17:4321/rtp/239.10.0.221:5140
精彩成都,http://183.220.20.17:4321/rtp/239.10.0.223:5140
高尔夫网球,http://183.220.20.17:4321/rtp/239.10.0.224:5140
时尚购物,http://183.220.20.17:4321/rtp/239.10.0.225:5140
家有购物,http://183.220.20.17:4321/rtp/239.10.0.226:5140
优购物,http://183.220.20.17:4321/rtp/239.10.0.227:5140
聚鲨环球精选,http://183.220.20.17:4321/rtp/239.10.0.228:5140
家家购物,http://183.220.20.17:4321/rtp/239.10.0.229:5140
快乐购,http://183.220.20.17:4321/rtp/239.10.0.230:5140
好享购物,http://183.220.20.17:4321/rtp/239.10.0.231:5140
PP体育直播-1,http://183.220.20.17:4321/rtp/239.10.0.232:5140
PP体育直播-2,http://183.220.20.17:4321/rtp/239.10.0.233:5140
PP体育直播-3,http://183.220.20.17:4321/rtp/239.10.0.234:5140
咪咕视频,http://183.220.20.17:4321/rtp/239.10.0.235:5140
PP体育直播-4,http://183.220.20.17:4321/rtp/239.10.0.236:5140
康巴卫视,http://183.220.20.17:4321/rtp/239.11.0.10:5140
峨眉电影,http://183.220.20.17:4321/rtp/239.11.0.11:5140
河北卫视,http://183.220.20.17:4321/rtp/239.11.0.31:5140
山西卫视,http://183.220.20.17:4321/rtp/239.11.0.32:5140
内蒙古卫视,http://183.220.20.17:4321/rtp/239.11.0.33:5140
吉林卫视,http://183.220.20.17:4321/rtp/239.11.0.35:5140
黑龙江卫视,http://183.220.20.17:4321/rtp/239.11.0.36:5140
东南卫视,http://183.220.20.17:4321/rtp/239.11.0.41:5140
江西卫视,http://183.220.20.17:4321/rtp/239.11.0.42:5140
河南卫视,http://183.220.20.17:4321/rtp/239.11.0.44:5140
广西卫视,http://183.220.20.17:4321/rtp/239.11.0.48:5140
贵州卫视,http://183.220.20.17:4321/rtp/239.11.0.51:5140
云南卫视,http://183.220.20.17:4321/rtp/239.11.0.52:5140
西藏卫视,http://183.220.20.17:4321/rtp/239.11.0.53:5140
陕西卫视,http://183.220.20.17:4321/rtp/239.11.0.54:5140
甘肃卫视,http://183.220.20.17:4321/rtp/239.11.0.55:5140
青海卫视,http://183.220.20.17:4321/rtp/239.11.0.56:5140
宁夏卫视,http://183.220.20.17:4321/rtp/239.11.0.57:5140
新疆卫视,http://183.220.20.17:4321/rtp/239.11.0.58:5140
优漫卡通,http://183.220.20.17:4321/rtp/239.11.0.63:5140
哈哈炫动,http://183.220.20.17:4321/rtp/239.11.0.64:5140
东方卫视,http://183.220.20.17:4321/rtp/239.11.0.68:5140
浙江卫视,http://183.220.20.17:4321/rtp/239.11.0.70:5140
深圳卫视,http://183.220.20.17:4321/rtp/239.11.0.71:5140
山东卫视,http://183.220.20.17:4321/rtp/239.11.0.73:5140
湖北卫视,http://183.220.20.17:4321/rtp/239.11.0.74:5140
江苏卫视,http://183.220.20.17:4321/rtp/239.11.0.76:5140
四川影视文艺频道,http://183.220.20.17:4321/rtp/239.11.0.77:5140
四川卫视,http://183.220.20.17:4321/rtp/239.11.0.78:5140
广东卫视,http://183.220.20.17:4321/rtp/239.11.0.115:5140
重庆卫视,http://183.220.20.17:4321/rtp/239.11.0.116:5140
安徽卫视,http://183.220.20.17:4321/rtp/239.11.0.117:5140
辽宁卫视,http://183.220.20.17:4321/rtp/239.11.0.118:5140
湖南卫视,http://183.220.20.17:4321/rtp/239.11.0.119:5140
爱上4K,http://183.220.20.17:4321/rtp/239.11.0.120:5140
北京卫视,http://183.220.20.17:4321/rtp/239.11.0.121:5140
真4K,http://183.220.20.17:4321/rtp/239.11.0.122:5140
天津卫视,http://183.220.20.17:4321/rtp/239.11.0.123:5140
金鹰卡通,http://183.220.20.17:4321/rtp/239.11.0.127:5140
卡酷少儿,http://183.220.20.17:4321/rtp/239.11.0.129:5140
NEWTV家庭剧场,http://183.220.20.17:4321/rtp/239.11.0.131:5140
NEWTV精品纪录,http://183.220.20.17:4321/rtp/239.11.0.132:5140
NEWTV健康有约,http://183.220.20.17:4321/rtp/239.11.0.133:5140
NEWTV精品体育,http://183.220.20.17:4321/rtp/239.11.0.134:5140
NEWTV军事评论,http://183.220.20.17:4321/rtp/239.11.0.136:5140
NEWTV农业致富,http://183.220.20.17:4321/rtp/239.11.0.137:5140
CGTN,http://183.220.20.17:4321/rtp/239.11.0.138:5140
CETV1,http://183.220.20.17:4321/rtp/239.11.0.139:5140
山东教育卫视,http://183.220.20.17:4321/rtp/239.11.0.140:5140
NEWTV古装剧场,http://183.220.20.17:4321/rtp/239.11.0.141:5140
NEWTV动作电影,http://183.220.20.17:4321/rtp/239.11.0.142:5140
NEWTV军旅剧场,http://183.220.20.17:4321/rtp/239.11.0.143:5140
NEWTV惊悚悬疑,http://183.220.20.17:4321/rtp/239.11.0.144:5140
NewTV海外剧场,http://183.220.20.17:4321/rtp/239.11.0.145:5140
NewTV搏击,http://183.220.20.17:4321/rtp/239.11.0.146:5140
NewTV明星大片,http://183.220.20.17:4321/rtp/239.11.0.147:5140
黑莓电影,http://183.220.20.17:4321/rtp/239.11.0.148:5140
NewTV爱情喜剧,http://183.220.20.17:4321/rtp/239.11.0.149:5140
NewTV精品大剧,http://183.220.20.17:4321/rtp/239.11.0.150:5140
NewTV中国功夫,http://183.220.20.17:4321/rtp/239.11.0.151:5140
NewTV金牌综艺,http://183.220.20.17:4321/rtp/239.11.0.152:5140
UTV影视精选,http://183.220.20.17:4321/rtp/239.11.0.170:5140
UTV热播剧场,http://183.220.20.17:4321/rtp/239.11.0.171:5140
UTV优视影院,http://183.220.20.17:4321/rtp/239.11.0.172:5140
UTV经典影视,http://183.220.20.17:4321/rtp/239.11.0.173:5140
UTV舞蹈视界,http://183.220.20.17:4321/rtp/239.11.0.174:5140
UTV都市剧场,http://183.220.20.17:4321/rtp/239.11.0.175:5140
UTV纪实天下,http://183.220.20.17:4321/rtp/239.11.0.176:5140
UTV电影天地,http://183.220.20.17:4321/rtp/239.11.0.177:5140
UTV经典剧场,http://183.220.20.17:4321/rtp/239.11.0.178:5140
UTV家庭影院,http://183.220.20.17:4321/rtp/239.11.0.179:5140
UTV第一电影,http://183.220.20.17:4321/rtp/239.11.0.180:5140
UTV卡通动画,http://183.220.20.17:4321/rtp/239.11.0.181:5140
UTV金色童年,http://183.220.20.17:4321/rtp/239.11.0.182:5140
UTV文化教育,http://183.220.20.17:4321/rtp/239.11.0.183:5140
UTV风云体育,http://183.220.20.17:4321/rtp/239.11.0.184:5140
UTV钓鱼生活,http://183.220.20.17:4321/rtp/239.11.0.185:5140
UTV炫酷动漫,http://183.220.20.17:4321/rtp/239.11.0.186:5140
UTV优视教育,http://183.220.20.17:4321/rtp/239.11.0.187:5140
UTV时尚音乐,http://183.220.20.17:4321/rtp/239.11.0.188:5140
UTV第一剧场,http://183.220.20.17:4321/rtp/239.11.0.189:5140
人民铁道,http://183.220.20.17:4321/rtp/239.11.0.190:5140
成铁电视,http://183.220.20.17:4321/rtp/239.11.0.191:5140
天津卫视,http://183.220.20.17:4321/rtp/239.11.0.192:5140
海南卫视,http://183.220.20.17:4321/rtp/239.11.0.193:5140
四川科教频道,http://183.220.20.17:4321/rtp/239.11.0.194:5140
兵团卫视,http://183.220.20.17:4321/rtp/239.11.0.204:5140
嘉佳卡通,http://183.220.20.17:4321/rtp/239.11.0.203:5140
延边卫视,http://183.220.20.17:4321/rtp/239.11.0.206:5140
CDTV4,http://183.220.20.17:4321/rtp/239.11.0.209:5140
CDTV2,http://183.220.20.17:4321/rtp/239.11.0.208:5140
在线教育1,http://183.220.20.17:4321/rtp/239.11.0.230:5140
在线教育2,http://183.220.20.17:4321/rtp/239.11.0.231:5140
超级体育2,http://183.220.20.17:4321/rtp/239.11.0.232:5140
在线教育3,http://183.220.20.17:4321/rtp/239.11.0.233:5140
在线教育4,http://183.220.20.17:4321/rtp/239.11.0.234:5140
BEST体育,http://183.220.20.17:4321/rtp/239.11.0.235:5140
BEST体育,http://183.220.20.17:4321/rtp/239.11.0.237:5140
BEST体育,http://183.220.20.17:4321/rtp/239.11.0.238:5140
会理新闻,http://183.220.20.17:4321/rtp/239.11.0.239:5140
会理影视,http://183.220.20.17:4321/rtp/239.11.0.240:5140
画面,http://183.220.20.17:4321/rtp/239.11.0.242:5140
画面,http://183.220.20.17:4321/rtp/239.11.0.243:5140
画面,http://183.220.20.17:4321/rtp/239.11.0.244:5140
CGTN,http://183.220.20.17:4321/rtp/239.11.0.245:5140
cetv2,http://183.220.20.17:4321/rtp/239.11.0.246:5140
cetv3,http://183.220.20.17:4321/rtp/239.11.0.247:5140
画面,http://183.220.20.17:4321/rtp/239.11.0.225:5140
画面,http://183.220.20.17:4321/rtp/239.11.0.226:5140
在线教育,http://183.220.20.17:4321/rtp/239.11.0.228:5140
在线教育,http://183.220.20.17:4321/rtp/239.11.0.229:5140








